ID,优先级,综合分,主分类,子分类,名称,作者/机构,类型,语言,引用角色,访问,更新频率,主页URL,Feed/API URL,Feed状态,适合X帖型,为什么值得,核验/版权提醒,Karpathy共享,来源集合,来源/溯源URL,核验日期,HTTP,最终URL,主题标签
SRC-057,S,94,心理、认知与情商,系统综述数据库检索,PubMed：心理学与心理健康系统综述检索,,学术文献数据库 / 可复用检索,多语种；界面英文,证据源,元数据与摘要开放；全文依来源而定,实时更新,https://pubmed.ncbi.nlm.nih.gov/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,API入口,医学研究溯源、主题趋势；对争议性健康主张先查综述，再下钻原始研究；不要把检索命中数当结论。；论文溯源、系统检索、研究趋势、反向核验,用 MeSH 与出版类型限定，持续追踪心理与心理健康领域的新系统综述和元分析。,数据库记录不是临床建议；检查研究设计、样本和系统综述层级。；2026-08-17：PubMed 主页 200；NCBI E-utilities 查询 200，JSON 已确认。；2026-08-17 实测主页 200，E-utilities ESearch 返回 JSON；批量调用须遵守 NCBI 速率规则。PubMed 收录不等于研究结论可靠，仍需评估设计与偏倚；不替代个体医疗建议。；未按 RSS/Atom 校验。,false,扩展调研：数据库、资料库与平台；扩展调研：心理、认知与情商；扩展调研：健康与福祉,https://pubmed.ncbi.nlm.nih.gov/；https://www.ncbi.nlm.nih.gov/books/NBK25501/；https://www.ncbi.nlm.nih.gov/home/develop/api/,2026-08-17,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,
SRC-058,S,93,AI、科技与工程,AI安全与产品,Anthropic News,,模型公告、系统卡、可解释性、安全与政策研究,en,证据源,Open,每周2至6篇,https://www.anthropic.com/news,,无RSS/API入口,AI安全、治理框架、模型对比,前沿AI安全、治理和可解释性研究的一手源。,本轮未核验到稳定的官方统一RSS，建议网页或邮件监测；不要把第三方抓取feed当作源记录。,false,扩展调研：科技、科学与数据,https://www.anthropic.com/news,2026-08-17,,,
SRC-059,S,93,AI、科技与工程,端侧AI与机器学习,Apple Machine Learning Research,,论文摘要、语音、视觉、设备端智能,en,证据源,Open,每月2至6篇,https://machinelearning.apple.com/,https://machinelearning.apple.com/rss.xml,有效,端侧AI、论文卡片、效率与隐私,设备端AI、隐私和模型优化的一手来源。,RSS端点已核验为XML。,false,扩展调研：科技、科学与数据,https://machinelearning.apple.com/rss.xml,2026-08-17,200,https://machinelearning.apple.com/rss.xml,
SRC-060,S,93,AI、科技与工程,网络、安全与分布式系统,Cloudflare Blog,,工程文章、事故复盘、安全与性能分析,en,证据源,Open,每周3至7篇,https://blog.cloudflare.com/,https://blog.cloudflare.com/rss/,有效,故障复盘、安全事件、性能优化,互联网级数据和方法透明，实战细节丰富。,官方RSS端点已核验。,false,扩展调研：科技、科学与数据,https://blog.cloudflare.com/rss/,2026-08-17,200,https://blog.cloudflare.com/rss/,
SRC-061,S,93,AI、科技与工程,AI研究实验室,Google DeepMind Blog,,研究论文解读、科学发现、机器人、演示,en,证据源,Open,每周1至3篇,https://deepmind.google/blog/,https://deepmind.google/blog/rss.xml,有效,论文图解、科学突破、研究趋势,顶级研究实验室的一手材料，论文、图像与演示质量高。,Feed端点已核验为XML。,false,扩展调研：科技、科学与数据,https://deepmind.google/blog/rss.xml,2026-08-17,200,https://deepmind.google/blog/rss.xml,
SRC-062,S,93,AI、科技与工程,计算机科学研究,Google Research Blog,,机器学习、HCI、健康与科学研究摘要,en,证据源,Open,每周2至5篇,https://research.google/blog/,https://research.google/blog/rss/,有效,一图看懂论文、研究方法、跨学科应用,研究覆盖广，通常附论文、代码和数据入口。,官方RSS端点已核验。,false,扩展调研：科技、科学与数据,https://research.google/blog/rss/,2026-08-17,200,https://research.google/blog/rss/,
SRC-063,S,93,AI、科技与工程,开源AI生态,Hugging Face Blog,,开源模型、数据集、训练、推理与教程,en,证据源,Open,每周3至7篇以上,https://huggingface.co/blog,https://huggingface.co/blog/feed.xml,有效,新模型实测、开源工具清单、教程帖,开源AI生态的一手技术、模型与工具源。,官方Feed端点已核验。,false,扩展调研：科技、科学与数据,https://huggingface.co/blog/feed.xml,2026-08-17,200,https://huggingface.co/blog/feed.xml,
SRC-064,S,93,AI、科技与工程,产业研究实验室,Microsoft Research,,AI、系统、量子、HCI、科学博客与播客,en,证据源,Open,每周3至7篇,https://www.microsoft.com/en-us/research/blog/,https://www.microsoft.com/en-us/research/feed/,有效,研究到产品、工程方法、学者观点,学术与产业结合紧，适合研究到产品的工程视角。,官方Feed端点已核验。,false,扩展调研：科技、科学与数据,https://www.microsoft.com/en-us/research/feed/,2026-08-17,200,https://www.microsoft.com/en-us/research/feed/,
SRC-065,S,93,AI、科技与工程,AI实验室与产品,OpenAI News,,官方公告、研究解读、系统卡、工程文章,en,证据源,Open,每周3至7篇以上,https://openai.com/news/,https://openai.com/news/rss.xml,有效,新模型速读、系统卡拆解、能力边界清单,前沿模型、产品、安全与工程的一手发布源。,Feed端点已核验为XML；重大主张仍应链接具体公告或系统卡。,false,扩展调研：科技、科学与数据,https://openai.com/news/rss.xml,2026-08-17,200,https://openai.com/news/rss.xml,
SRC-066,S,93,人文与跨学科,公共统计知识图谱,Data Commons,,多源公共统计、地点、实体、指标与知识图谱,en,证据源,Open,持续更新,https://datacommons.org/,https://api.datacommons.org/,API入口,地区数据卡、指标关系、自动图表,统一跨库实体，适合快速做城市、地区和国家比较。,无RSS；官方API文档可用，引用时还应检查底层数据来源。；未按 RSS/Atom 校验。,false,扩展调研：科技、科学与数据,https://docs.datacommons.org/api/,2026-08-17,,https://api.datacommons.org/,
SRC-067,S,93,人文与跨学科,数字保存与开放网络,Internet Archive Blog,,机构动态、数字档案、开放网络文章,en,证据源,Open,每周约2至5篇,https://blog.archive.org/,https://blog.archive.org/feed/,超时/网络错误,互联网史、数字公共品和旧网页考古。,理解数字保存、网页历史、开放获取和互联网公共基础设施的重要一手机构来源。,2026-08-17：标准 WordPress Feed，网页核验器请求超时；建议目标阅读器复验。；fetch failed,false,扩展调研：人文、历史、哲学与设计,https://blog.archive.org/,2026-08-17,,https://blog.archive.org/feed/,
SRC-068,S,93,人文与跨学科,全球发展与数据,Our World in Data,,数据文章、交互图表、可下载数据,en,证据源,Open,每周多次,https://ourworldindata.org/,https://ourworldindata.org/atom.xml,有效,数据卡、长期趋势、反直觉事实；一张图纠正一个直觉、长期趋势和跨国比较。,全球发展数据、方法说明和来源链透明，可直接追到数据集并复核指标定义。,Atom端点已核验；发帖时应同时链接具体图表和数据说明。；2026-08-17：Atom 端点返回 application/xml。引用时同时保留图表来源与指标定义。,false,扩展调研：科技、科学与数据；扩展调研：人文、历史、哲学与设计,https://ourworldindata.org/atom.xml；https://ourworldindata.org/,2026-08-17,200,https://ourworldindata.org/atom.xml,
SRC-069,S,93,人文与跨学科,全球发展指标,World Bank Open Data,,国家、经济、发展、人口指标与时间序列,en,证据源,Open,持续更新,https://data.worldbank.org/,https://api.worldbank.org/v2/,API入口,国家比较、长期趋势、发展议题,官方元数据、时间序列和可下载格式完善。,无统一内容RSS；官方API可按国家和指标查询。；未按 RSS/Atom 校验。,false,扩展调研：科技、科学与数据,https://datahelpdesk.worldbank.org/knowledgebase/topics/125589-developer-information,2026-08-17,,https://api.worldbank.org/v2/,
SRC-070,S,93,健康与福祉,证据综合与卫生服务,AHRQ Evidence-based Practice Center Reports,,系统综述、技术评估、卫生服务与方法报告,en,证据源,Open,每月更新,https://www.ahrq.gov/research/findings/evidence-based-reports/index.html,,无RSS/API入口,证据全景、医疗质量、方法论、研究缺口,为指南、覆盖决策和质量改进提供全面的证据综合。,官方页面已浏览确认；2026-08-17 自动 GET 返回 405，但搜索抓取内容可达。未收录稳定统一 RSS，引用时链接具体报告；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.ahrq.gov/research/findings/evidence-based-reports/index.html,2026-08-17,,,
SRC-071,S,93,健康与福祉,睡眠医学与指南,American Academy of Sleep Medicine,,睡眠医学指南、共识、研究新闻与专业教育,en,证据源,Open,每周多次,https://aasm.org/,https://aasm.org/feed/,有效,睡眠指南、睡眠障碍、常见误区、研究解读,睡眠医学专业学会的一手来源，适合核对临床指南和疾病定义。,2026-08-17 实测主页 200，官方 RSS 可解析。普通睡眠建议与睡眠障碍诊疗应分开，后者需专业评估；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://aasm.org/,2026-08-17,200,https://aasm.org/feed/,
SRC-072,S,93,健康与福祉,流行病学与监测,CDC Morbidity and Mortality Weekly Report (MMWR),,流行病学调查、监测报告、指南与公共卫生实践,en,证据源,Open,每周及突发更新,https://www.cdc.gov/mmwr/,https://www.cdc.gov/mmwr/rss/mmwr.xml,有效,数据型帖文、疫情复盘、风险因素、政策证据,CDC 的核心科学出版物，适合获得及时、可引用的公共卫生证据和数据。,2026-08-17 实测主页 200，官方 RSS 返回可解析 XML。区分监测数据、观察性研究与正式建议；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.cdc.gov/mmwr/about.html,2026-08-17,200,https://www.cdc.gov/mmwr/rss/mmwr.xml,
SRC-073,S,93,健康与福祉,公共卫生快讯,CDC Newsroom,,美国公共卫生公告、疾病预防、健康警报与媒体材料,en,证据源,Open,每日多次,https://www.cdc.gov/media/index.html,https://tools.cdc.gov/api/v2/resources/media/132608.rss,有效,风险提示、政策变化、健康数据快讯,适合追踪传染病、慢病、伤害预防和健康政策的一手更新。,2026-08-17 实测主页 200，CDC 官方 RSS 返回可解析 XML。注意结论常以美国人群为主；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.cdc.gov/media/index.html,2026-08-17,200,https://tools.cdc.gov/api/v2/resources/media/132608.rss,
SRC-074,S,93,健康与福祉,临床试验注册,ClinicalTrials.gov,,临床试验注册、方案、状态、终点与结果,en,证据源,Open,工作日每日刷新,https://clinicaltrials.gov/,https://clinicaltrials.gov/api/v2/studies,API入口,试验进度、预注册核验、终点与结果对照,核验一项研究是否预注册、主要终点是否改变、结果是否发布的重要来源。,2026-08-17 实测主页 200，v2 API 返回 JSON。注册信息由提交者提供，注册不等于疗效或监管批准；不替代个体医疗建议。；未按 RSS/Atom 校验。,false,扩展调研：健康与福祉,https://clinicaltrials.gov/data-api/api,2026-08-17,,https://clinicaltrials.gov/api/v2/studies,
SRC-075,S,93,健康与福祉,传染病与欧洲公共卫生,European Centre for Disease Prevention and Control News,,风险评估、流行病学更新、传染病指南与新闻,en,证据源,Open,每周多次,https://www.ecdc.europa.eu/en/news-events,https://www.ecdc.europa.eu/en/taxonomy/term/1307/feed,有效,跨国比较、疫情风险、欧洲公共卫生政策,补充欧洲视角的疾病监测、风险评估和跨境公共卫生信息。,2026-08-17 实测主页 200，官方新闻 RSS 返回可解析 XML。风险评估需结合发布日期与适用地区；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.ecdc.europa.eu/en/rss-feeds,2026-08-17,200,https://www.ecdc.europa.eu/en/taxonomy/term/1307/feed,
SRC-076,S,93,健康与福祉,药品与产品安全,FDA Consumer Health Information Updates,,药物、食品、医疗器械、召回与健康欺诈提示,en,证据源,Open,每周多次,https://www.fda.gov/consumers/consumer-updates,https://www.fda.gov/about-fda/contact-fda/stay-informed/rss-feeds/consumers/rss.xml,有效,辟谣、监管更新、产品风险、保健品红旗,核验产品安全、监管状态与常见健康营销说法的权威来源。,2026-08-17 实测主页 200，官方 Consumer RSS 返回可解析 XML。监管信息以美国为主；涉及用药应建议咨询合格专业人士。,false,扩展调研：健康与福祉,https://www.fda.gov/about-fda/contact-fda/subscribe-podcasts-and-news-feeds,2026-08-17,200,https://www.fda.gov/about-fda/contact-fda/stay-informed/rss-feeds/consumers/rss.xml,
SRC-077,S,93,健康与福祉,精神健康科研与科普,National Institute of Mental Health,,精神疾病研究、统计、治疗信息、科研新闻与公共教育,"en, es",证据源,Open,每周更新,https://www.nimh.nih.gov/news,,无RSS/API入口,用于心理健康数据、机制研究和政策背景；优先引用其研究报告或所链接论文。；精神健康科普、研究进展、统计与求助资源,美国国家级精神健康研究机构，适合核对疾病概念、研究进展与统计口径。,2026-08-17：官方新闻主页 200；未在当前页面发现固定 RSS，建议网页巡检或邮件订阅。；2026-08-17 实测主页 200；旧 Atom 路径已失效，未收录不稳定 Feed。精神健康内容应避免自我诊断和污名化，并在危机话题中提供当地专业求助渠道。,false,扩展调研：心理、认知与情商；扩展调研：健康与福祉,https://www.nimh.nih.gov/about；https://www.nimh.nih.gov/news,2026-08-17,,,
SRC-078,S,93,健康与福祉,临床与公共卫生指南,NICE Guidance,,临床指南、公共卫生指南、技术评估与质量标准,en,证据源,Open,持续更新,https://www.nice.org.uk/guidance,,无RSS/API入口,指南变化、推荐等级、临床路径,基于系统证据和成本效益的指南平台，适合核对标准实践与推荐强度。,2026-08-17 实测主页 200；官方有 Syndication/API 文档，但本库不填入可能变动的统一端点。适用情境以英国体系为主；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.nice.org.uk/about-us/our-principles,2026-08-17,,,
